school_name,district,total,perc_frl,perc_black,perc_hisp,perc_white,perc_migrant,perc_esol,exclusionary,exclusionary_ps,district_size,d_black,d_hisp,d_white,d_esol,d_migrant,d_frl,school_name_unique,year,fac_schtype
Suder Elementary School,Clayton County,627,88.22,70,16,5,0,6.1,16,0.025518341307815,53671,69.5744070354568,21.5612528180954,2.14900039127275,9.17600566413892,0,72.4993286877457,Suder Elementary School_Clayton County,2018,E
Edmonds Elementary School,Clayton County,555,92.09,51,41,4,0,28.6,31,0.0558558558558559,53671,69.5744070354568,21.5612528180954,2.14900039127275,9.17600566413892,0,72.4993286877457,Edmonds Elementary School_Clayton County,2018,E
Huie Elementary School,Clayton County,792,90.27,57,36,2,0,24.7,79,0.0997474747474748,53671,69.5744070354568,21.5612528180954,2.14900039127275,9.17600566413892,0,72.4993286877457,Huie Elementary School_Clayton County,2018,E
William M. McGarrah Elementary School,Clayton County,709,70.62,65,19,3,0,17.9,30,0.0423131170662905,53671,69.5744070354568,21.5612528180954,2.14900039127275,9.17600566413892,0,72.4993286877457,William M. McGarrah Elementary School_Clayton County,2018,E
Swint Elementary School,Clayton County,707,63.46,73,21,3,0,13.2,60,0.0848656294200849,53671,69.5744070354568,21.5612528180954,2.14900039127275,9.17600566413892,0,72.4993286877457,Swint Elementary School_Clayton County,2018,E
Clinch County Elementary School,Clinch County,528,82.43,36,5,51,7,0,22,0.0416666666666667,1311,34.580472921434,4.03051106025934,55.1029748283753,0,3.64149504195271,79.4224561403509,Clinch County Elementary School_Clinch County,2018,E
Clinch County Middle School,Clinch County,295,94.92,33,4,56,2,0,92,0.311864406779661,1311,34.580472921434,4.03051106025934,55.1029748283753,0,3.64149504195271,79.4224561403509,Clinch County Middle School_Clinch County,2018,M
Clinch County High School,Clinch County,488,66.8,34,3,59,1,0,120,0.245901639344262,1311,34.580472921434,4.03051106025934,55.1029748283753,0,3.64149504195271,79.4224561403509,Clinch County High School_Clinch County,2018,H
Kennesaw Mountain High School,Cobb County,2063,29.86,28,16,44,0,2.4,104,0.0504120213281629,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Kennesaw Mountain High School_Cobb County,2018,H
Riverside Intermediate School,Cobb County,1164,72.91,49,48,2,0,31,105,0.0902061855670103,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Riverside Intermediate School_Cobb County,2018,E
Kell High School,Cobb County,1517,32.43,23,16,54,0,1.1,153,0.100856954515491,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Kell High School_Cobb County,2018,H
Bullard Elementary School,Cobb County,821,21.92,12,13,64,0,5.6,18,0.0219244823386114,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Bullard Elementary School_Cobb County,2018,E
McCall Primary School,Cobb County,334,62.87,34,21,36,0,20.1,9,0.0269461077844311,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,McCall Primary School_Cobb County,2018,E
Pickett's Mill Elementary,Cobb County,720,18.89,9,10,74,0,4.3,14,0.0194444444444444,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Pickett's Mill Elementary_Cobb County,2018,E
East Side Elementary School,Cobb County,1269,12.72,4,5,62,0,3.5,26,0.020488573680063,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,East Side Elementary School_Cobb County,2018,E
Clarkdale Elementary School,Cobb County,775,80.77,57,30,10,0,19.1,39,0.0503225806451613,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Clarkdale Elementary School_Cobb County,2018,E
Mableton Elementary School,Cobb County,1023,77.03,38,46,13,0,30.4,135,0.131964809384164,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Mableton Elementary School_Cobb County,2018,E
Birney Elementary School,Cobb County,858,87.06,44,46,6,0,34.6,68,0.0792540792540793,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Birney Elementary School_Cobb County,2018,E
Walton High School,Cobb County,2691,11.15,6,5,67,0,0.6,90,0.0334448160535117,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Walton High School_Cobb County,2018,H
Mabry Middle School,Cobb County,938,11.19,9,9,69,0,0,43,0.0458422174840085,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Mabry Middle School_Cobb County,2018,M
Still Elementary School,Cobb County,750,21.47,24,11,56,0,4,23,0.0306666666666667,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Still Elementary School_Cobb County,2018,E
Tritt Elementary School,Cobb County,870,9.55,3,7,80,0,2.3,0,0,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Tritt Elementary School_Cobb County,2018,E
McCleskey Middle School,Cobb County,670,38.06,17,19,56,0,2.7,69,0.102985074626866,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,McCleskey Middle School_Cobb County,2018,M
Garrison Mill Elementary School,Cobb County,679,6.48,8,8,74,0,2.8,18,0.0265095729013255,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Garrison Mill Elementary School_Cobb County,2018,E
Keheley Elementary School,Cobb County,504,21.43,10,16,64,0,4.6,10,0.0198412698412698,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Keheley Elementary School_Cobb County,2018,E
Pope High School,Cobb County,2031,5.76,6,6,77,0,0.4,79,0.0388970950270803,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Pope High School_Cobb County,2018,H
Baker Elementary School,Cobb County,757,40.42,35,17,33,0,9.2,20,0.0264200792602378,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Baker Elementary School_Cobb County,2018,E
Dowell Elementary School,Cobb County,958,64.93,41,37,14,0,24.5,37,0.0386221294363257,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Dowell Elementary School_Cobb County,2018,E
Varner Elementary School,Cobb County,744,58.47,59,16,19,0,7.7,35,0.0470430107526882,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Varner Elementary School_Cobb County,2018,E
Harrison High School,Cobb County,2206,8.34,12,6,76,0,0.1,101,0.0457842248413418,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Harrison High School_Cobb County,2018,H
Hayes Elementary School,Cobb County,844,51.78,36,24,30,0,14.2,104,0.123222748815166,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Hayes Elementary School_Cobb County,2018,E
Vaughan Elementary School,Cobb County,755,16.69,16,7,69,0,0,26,0.0344370860927152,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Vaughan Elementary School_Cobb County,2018,E
Chalker Elementary School,Cobb County,611,33.22,26,14,47,0,6.5,18,0.0294599018003273,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Chalker Elementary School_Cobb County,2018,E
Nickajack Elementary School,Cobb County,1100,37.64,61,8,22,0,4.6,78,0.0709090909090909,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Nickajack Elementary School_Cobb County,2018,E
Lindley Middle School,Cobb County,1018,90.57,60,35,3,0,7.7,345,0.338899803536346,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Lindley Middle School_Cobb County,2018,M
Kemp Elementary School,Cobb County,949,14.86,27,9,55,0,2,5,0.00526870389884089,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Kemp Elementary School_Cobb County,2018,E
Pitner Elementary School,Cobb County,863,46.58,28,19,41,0,9.5,60,0.0695249130938586,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Pitner Elementary School_Cobb County,2018,E
Austell Elementary School,Cobb County,489,82.41,63,22,10,0,13.5,44,0.0899795501022495,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Austell Elementary School_Cobb County,2018,E
Allatoona High School,Cobb County,1734,17.47,19,8,66,0,0.2,97,0.0559400230680508,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Allatoona High School_Cobb County,2018,H
Smyrna Elementary School,Cobb County,981,65.95,42,32,19,0,22.9,132,0.134556574923547,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Smyrna Elementary School_Cobb County,2018,E
Kincaid Elementary School,Cobb County,691,17.08,13,13,57,0,8.7,15,0.0217076700434153,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Kincaid Elementary School_Cobb County,2018,E
Dodgen Middle School,Cobb County,1244,5.79,6,5,66,0,0.7,36,0.0289389067524116,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Dodgen Middle School_Cobb County,2018,M
Mount Bethel Elementary School,Cobb County,1116,17.58,3,5,75,0,1.9,3,0.00268817204301075,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Mount Bethel Elementary School_Cobb County,2018,E
Pine Mountain Middle School,Cobb County,620,47.1,37,22,30,0,4.4,113,0.182258064516129,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Pine Mountain Middle School_Cobb County,2018,M
Dickerson Middle School,Cobb County,1294,11.59,5,5,68,0,0.9,29,0.0224111282843895,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Dickerson Middle School_Cobb County,2018,M
Lewis Elementary School,Cobb County,527,39.85,23,20,46,0,12,26,0.0493358633776091,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Lewis Elementary School_Cobb County,2018,E
Mountain View Elementary School,Cobb County,732,8.74,7,11,64,0,6,4,0.00546448087431694,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Mountain View Elementary School_Cobb County,2018,E
Addison Elementary School,Cobb County,616,32.63,16,18,54,0,7.1,31,0.0503246753246753,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Addison Elementary School_Cobb County,2018,E
Campbell Middle School,Cobb County,1500,70.87,44,41,10,0,8.5,271,0.180666666666667,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Campbell Middle School_Cobb County,2018,M
Shallowford Falls Elementary School,Cobb County,673,7.88,9,9,71,0,1.8,11,0.0163447251114413,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Shallowford Falls Elementary School_Cobb County,2018,E
Ford Elementary School,Cobb County,820,5.12,8,6,78,0,0,15,0.0182926829268293,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Ford Elementary School_Cobb County,2018,E
Smitha Middle School,Cobb County,1007,83.61,38,52,5,0,13.8,239,0.23733862959285,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Smitha Middle School_Cobb County,2018,M
Frey Elementary School,Cobb County,766,18.67,17,8,65,0,3.7,57,0.0744125326370757,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Frey Elementary School_Cobb County,2018,E
Cheatham Hill Elementary School,Cobb County,1088,33.36,24,21,46,0,11,24,0.0220588235294118,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Cheatham Hill Elementary School_Cobb County,2018,E
Durham Middle School,Cobb County,1022,10.67,11,7,75,0,0.4,37,0.0362035225048924,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Durham Middle School_Cobb County,2018,M
Acworth Intermediate School,Cobb County,681,63.14,38,23,31,0,13.7,40,0.0587371512481645,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Acworth Intermediate School_Cobb County,2018,E
Kennesaw Charter School,Cobb County,594,33.67,53,15,20,0,7.9,31,0.0521885521885522,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Kennesaw Charter School_Cobb County,2018,E
Riverside Primary School,Cobb County,522,90.39,51,46,2,0,39.1,15,0.028735632183908,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Riverside Primary School_Cobb County,2018,E
Lindley 6th Grade Academy,Cobb County,586,87.54,57,38,3,0,8,51,0.0870307167235495,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Lindley 6th Grade Academy_Cobb County,2018,M
Sprayberry High School,Cobb County,1705,38.77,29,19,39,0,4,174,0.102052785923754,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Sprayberry High School_Cobb County,2018,H
Murdock Elementary School,Cobb County,1011,9.4,8,9,65,0,4.8,27,0.0267062314540059,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Murdock Elementary School_Cobb County,2018,E
Rocky Mount Elementary School,Cobb County,581,11.7,6,11,65,0,4.8,8,0.0137693631669535,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Rocky Mount Elementary School_Cobb County,2018,E
Lassiter High School,Cobb County,2192,7.89,8,9,72,0,0.4,61,0.0278284671532847,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Lassiter High School_Cobb County,2018,H
Davis Elementary School,Cobb County,569,8.79,5,7,78,0,3.2,8,0.0140597539543058,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Davis Elementary School_Cobb County,2018,E
Simpson Middle School,Cobb County,936,12.93,11,10,64,0,1.3,106,0.113247863247863,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Simpson Middle School_Cobb County,2018,M
Nicholson Elementary School,Cobb County,499,38.28,18,19,56,0,11.6,12,0.0240480961923848,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Nicholson Elementary School_Cobb County,2018,E
Hightower Trail Middle School,Cobb County,1077,6.78,7,6,73,0,0.1,19,0.0176415970287837,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Hightower Trail Middle School_Cobb County,2018,M
Green Acres Elementary School,Cobb County,698,91.44,17,79,3,0,59.7,47,0.0673352435530086,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Green Acres Elementary School_Cobb County,2018,E
Sanders Elementary School,Cobb County,707,83.17,65,23,8,0,9.6,41,0.057991513437058,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Sanders Elementary School_Cobb County,2018,E
Blackwell Elementary School,Cobb County,711,36.71,18,20,48,0,13.8,26,0.0365682137834037,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Blackwell Elementary School_Cobb County,2018,E
Hendricks Elementary School,Cobb County,603,78.28,65,19,11,0,10.4,43,0.0713101160862355,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Hendricks Elementary School_Cobb County,2018,E
Kennesaw Elementary School,Cobb County,586,43.52,28,19,41,0,12.8,12,0.0204778156996587,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Kennesaw Elementary School_Cobb County,2018,E
Barber Middle School,Cobb County,912,51.86,39,19,32,0,2.2,88,0.0964912280701754,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Barber Middle School_Cobb County,2018,M
Tapp Middle School,Cobb County,901,67.37,61,23,11,0,3.4,184,0.204217536071032,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Tapp Middle School_Cobb County,2018,M
Sope Creek Elementary School,Cobb County,1152,6.6,6,5,61,0,3,18,0.015625,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Sope Creek Elementary School_Cobb County,2018,E
Powder Springs Elementary School,Cobb County,746,74.26,69,16,9,0,9.4,102,0.136729222520107,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Powder Springs Elementary School_Cobb County,2018,E
Timber Ridge Elementary School,Cobb County,552,8.01,4,6,73,0,3.1,4,0.0072463768115942,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Timber Ridge Elementary School_Cobb County,2018,E
Lost Mountain Middle School,Cobb County,1092,9.98,17,7,69,0,0,33,0.0302197802197802,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Lost Mountain Middle School_Cobb County,2018,M
Cooper Middle School,Cobb County,1033,71.64,70,18,7,0,2,269,0.260406582768635,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Cooper Middle School_Cobb County,2018,M
Big Shanty Elementary School,Cobb County,612,42.65,28,19,41,0,6.7,10,0.0163398692810458,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Big Shanty Elementary School_Cobb County,2018,E
McClure Middle School,Cobb County,1227,20.29,18,13,60,0,1.1,83,0.0676446617766911,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,McClure Middle School_Cobb County,2018,M
Bryant Elementary School,Cobb County,1000,87.3,64,31,2,0,20.3,162,0.162,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Bryant Elementary School_Cobb County,2018,E
Palmer Middle School,Cobb County,923,38.46,27,19,45,0,2.5,115,0.124593716143012,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Palmer Middle School_Cobb County,2018,M
Lovinggood Middle School,Cobb County,1374,25.11,33,12,45,0,1.4,101,0.0735080058224163,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Lovinggood Middle School_Cobb County,2018,M
Hillgrove High School,Cobb County,2465,20.57,35,9,49,0,0.6,139,0.0563894523326572,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Hillgrove High School_Cobb County,2018,H
Devereux Ackerman Academy,Cobb County,77,74.93,68,0,32,0,0,0,0,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Devereux Ackerman Academy_Cobb County,2018,H
Belmont Hills Elementary School,Cobb County,342,87.43,19,71,7,0,54.7,22,0.064327485380117,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Belmont Hills Elementary School_Cobb County,2018,E
Campbell High School,Cobb County,2854,54.73,41,34,17,0,5,425,0.148913805185704,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Campbell High School_Cobb County,2018,H
East Cobb Middle School,Cobb County,1263,57.64,45,25,21,0,9,227,0.179730799683294,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,East Cobb Middle School_Cobb County,2018,M
Garrett Middle School,Cobb County,857,87.05,57,30,8,0,6.9,493,0.575262543757293,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Garrett Middle School_Cobb County,2018,M
McEachern High School,Cobb County,2345,58.68,70,17,9,0,1.3,538,0.229424307036247,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,McEachern High School_Cobb County,2018,H
Norton Park Elementary School,Cobb County,877,86.66,34,57,6,0,38.9,62,0.0706955530216648,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Norton Park Elementary School_Cobb County,2018,E
Powers Ferry Elementary School,Cobb County,459,77.34,41,41,12,1,33.8,18,0.0392156862745098,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Powers Ferry Elementary School_Cobb County,2018,E
Wheeler High School,Cobb County,2144,42.54,39,20,26,0,6.5,312,0.145522388059702,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Wheeler High School_Cobb County,2018,H
Argyle Elementary School,Cobb County,411,88.32,31,59,4,0,37.7,25,0.0608272506082725,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Argyle Elementary School_Cobb County,2018,E
North Cobb High School,Cobb County,2846,39.46,37,17,36,0,1.4,225,0.0790583274771609,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,North Cobb High School_Cobb County,2018,H
King Springs Elementary School,Cobb County,1026,24.17,32,11,42,0,6.2,24,0.0233918128654971,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,King Springs Elementary School_Cobb County,2018,E
Osborne High School,Cobb County,2119,78.34,30,63,4,0,14,549,0.2590844738084,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Osborne High School_Cobb County,2018,H
Griffin Middle School,Cobb County,1403,68.35,27,50,17,0,12.5,317,0.225944404846757,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Griffin Middle School_Cobb County,2018,M
Clay Elementary School,Cobb County,386,84.72,49,37,10,0,28,31,0.0803108808290156,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Clay Elementary School_Cobb County,2018,E
South Cobb High School,Cobb County,1958,72.42,63,26,7,0,3.1,349,0.178243105209397,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,South Cobb High School_Cobb County,2018,H
Fair Oaks Elementary School,Cobb County,898,91.44,14,81,4,0,60.4,38,0.0423162583518931,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Fair Oaks Elementary School_Cobb County,2018,E
Harmony-Leland Elementary School,Cobb County,631,62.44,63,23,11,0,11.1,30,0.0475435816164818,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Harmony-Leland Elementary School_Cobb County,2018,E
LaBelle Elementary School,Cobb County,428,89.95,23,71,3,0,46.7,21,0.0490654205607477,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,LaBelle Elementary School_Cobb County,2018,E
Milford Elementary School,Cobb County,375,90.67,38,51,7,0,31.7,51,0.136,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Milford Elementary School_Cobb County,2018,E
Russell Elementary School,Cobb County,633,74.09,41,37,15,0,23.2,35,0.0552922590837283,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Russell Elementary School_Cobb County,2018,E
Compton Elementary School,Cobb County,534,87.64,54,34,9,0,15.9,35,0.0655430711610487,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Compton Elementary School_Cobb County,2018,E
Awtrey Middle School,Cobb County,816,35.66,30,16,40,0,3.2,61,0.0747549019607843,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Awtrey Middle School_Cobb County,2018,M
Daniell Middle School,Cobb County,1064,45.11,30,22,33,0,3.9,135,0.12687969924812,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Daniell Middle School_Cobb County,2018,M
Pebblebrook High School,Cobb County,2570,71.79,59,33,6,0,6.8,543,0.211284046692607,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Pebblebrook High School_Cobb County,2018,H
Teasley Elementary School,Cobb County,905,27.96,47,6,22,0,5.9,115,0.12707182320442,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Teasley Elementary School_Cobb County,2018,E
Hollydale Elementary School,Cobb County,619,80.29,40,44,8,0,31,87,0.140549273021002,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Hollydale Elementary School_Cobb County,2018,E
Bells Ferry Elementary School,Cobb County,679,38.88,29,20,32,0,14.7,59,0.0868924889543446,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Bells Ferry Elementary School_Cobb County,2018,E
Brumby Elementary School,Cobb County,914,69.69,56,25,7,0,20.5,89,0.0973741794310722,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Brumby Elementary School_Cobb County,2018,E
Due West Elementary School,Cobb County,604,11.92,10,6,74,0,0,6,0.00993377483443709,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Due West Elementary School_Cobb County,2018,E
Floyd Middle School,Cobb County,960,80.42,45,42,8,0,10.2,231,0.240625,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Floyd Middle School_Cobb County,2018,M
Sedalia Park Elementary School,Cobb County,811,58.94,35,36,22,0,23.1,59,0.0727496917385943,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Sedalia Park Elementary School_Cobb County,2018,E
Eastvalley Elementary School,Cobb County,729,29.08,21,20,43,0,17.1,21,0.0288065843621399,111186,31.05454823449,21.6635727519652,37.6218138974331,8.58178457719497,0.00412821758135017,42.6920954076952,Eastvalley Elementary School_Cobb County,2018,E
Indian Creek Elementary,Coffee County,662,89.73,17,18,62,4,8.8,2,0.00302114803625378,7265,30.9198898830007,19.3333792154164,46.3256710254646,6.36333103922918,3.32883688919477,84.8313833448039,Indian Creek Elementary_Coffee County,2018,E
